Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration,TotalTargetedCull,TCCWD+
2,1627,1137,1589,2406,1238,1597,9594,6,0,0,0,1,0,7,658,300,86,498,200,32,69,56,5,55,36,3,5,1,1,0.004,2,4.5,7,97,0,0
3,1599,1136,1616,2410,1293,1508,9562,3,0,0,1,0,2,6,664,293,84,481,176,36,66,53,7,45,36,1,2,0,1,0,3,5,12,97,0,0
4,1592,1153,1719,2532,1199,1650,9845,1,0,0,0,2,0,3,644,257,77,495,189,33,63,45,5,55,41,1,0,0,1,0,3,5,13,97,0,0
5,1653,1253,1686,2457,1334,1570,9953,0,0,0,0,0,0,0,629,310,81,469,203,29,60,58,2,45,37,1,0,0,1,0,0,5,14,97,0,0
6,1744,1222,1725,2597,1273,1687,10248,0,0,0,0,0,0,0,728,297,78,514,206,33,70,50,3,55,36,2,0,0,1,0,0,5,14,97,0,0
7,1720,1229,1743,2564,1319,1678,10253,0,0,0,0,0,0,0,700,286,83,526,183,25,79,57,3,48,35,2,0,0,1,0,0,5,14,97,0,0
8,1713,1275,1679,2580,1353,1630,10230,0,0,0,0,0,0,0,675,327,90,533,191,33,72,75,7,51,34,0,0,0,1,0,0,5,14,97,0,0
9,1767,1201,1735,2654,1274,1682,10313,0,0,0,0,0,0,0,672,280,87,538,202,33,77,52,4,55,40,3,0,0,1,0,0,5,14,97,0,0
10,1812,1249,1746,2605,1339,1653,10404,0,0,0,0,0,0,0,731,308,80,516,204,42,72,66,5,60,33,5,0,0,1,0,0,5,14,97,0,0
11,1826,1277,1811,2649,1308,1667,10538,0,0,0,0,0,0,0,717,315,96,535,179,36,75,69,7,50,29,1,0,0,1,0,0,5,14,97,0,0
12,1853,1286,1792,2657,1332,1712,10632,0,0,0,0,0,0,0,719,314,89,520,204,29,92,73,6,52,40,2,0,0,1,0,0,5,14,97,0,0
13,1884,1298,1734,2632,1391,1620,10559,0,0,0,0,0,0,0,717,299,89,522,190,35,65,45,7,48,37,1,0,0,1,0,0,5,14,97,0,0
14,1944,1239,1771,2694,1264,1694,10606,0,0,0,0,0,0,0,793,324,91,576,176,33,85,57,3,60,39,0,0,0,1,0,0,5,14,97,0,0
15,1833,1307,1754,2642,1363,1660,10559,0,0,0,0,0,0,0,751,333,96,528,218,31,77,61,2,56,48,1,0,0,1,0,0,5,14,97,0,0
1,1637,1115,1575,2349,1188,1532,9396,0,1,0,0,0,0,1,649,270,75,481,184,31,76,54,2,42,36,2,1,0,0,0,0,0,0,98,0,0
2,1642,1138,1545,2385,1230,1471,9411,0,0,0,0,0,0,0,676,287,73,446,181,39,78,44,5,55,38,2,0,0,0,0,0,2,0,98,0,0
3,1614,1131,1594,2465,1185,1564,9553,0,0,0,0,0,0,0,627,300,86,463,173,23,63,61,6,53,31,0,0,0,0,0,0,2,0,98,0,0
4,1615,1141,1584,2440,1253,1494,9527,0,0,0,0,0,0,0,643,285,66,506,193,35,54,51,3,55,33,3,0,0,0,0,0,2,0,98,0,0
5,1665,1127,1611,2410,1182,1539,9534,0,0,0,0,0,0,0,633,290,83,489,180,38,69,65,3,45,34,1,0,0,0,0,0,2,0,98,0,0
6,1682,1186,1568,2395,1226,1513,9570,0,0,0,0,0,0,0,701,311,62,509,177,29,77,66,4,54,32,2,0,0,0,0,0,2,0,98,0,0
7,1651,1113,1588,2428,1218,1566,9564,0,0,0,0,0,0,0,655,288,82,494,159,31,75,67,4,55,36,2,0,0,0,0,0,2,0,98,0,0
8,1600,1141,1553,2406,1243,1555,9498,0,0,0,0,0,0,0,628,275,78,464,185,31,68,60,6,50,27,4,0,0,0,0,0,2,0,98,0,0
9,1646,1106,1640,2508,1255,1580,9735,0,0,0,0,0,0,0,656,304,80,503,172,34,64,70,3,51,33,1,0,0,0,0,0,2,0,98,0,0
10,1591,1187,1654,2514,1261,1659,9866,0,0,0,0,0,0,0,624,292,91,526,197,30,62,66,5,45,32,1,0,0,0,0,0,2,0,98,0,0
11,1657,1169,1620,2454,1340,1584,9824,0,0,0,0,0,0,0,646,307,89,476,213,32,55,52,4,48,46,1,0,0,0,0,0,2,0,98,0,0
12,1659,1137,1668,2479,1229,1588,9760,0,0,0,0,0,0,0,667,293,62,507,206,38,59,60,5,53,44,3,0,0,0,0,0,2,0,98,0,0
13,1623,1209,1567,2484,1256,1568,9707,0,0,0,0,0,0,0,655,299,72,503,181,26,74,72,5,58,31,2,0,0,0,0,0,2,0,98,0,0
14,1676,1102,1624,2504,1270,1591,9767,0,0,0,0,0,0,0,660,266,77,521,209,26,75,63,4,44,48,1,0,0,0,0,0,2,0,98,0,0
15,1630,1171,1644,2460,1283,1589,9777,0,0,0,0,0,0,0,646,275,89,513,195,31,61,67,7,52,25,1,0,0,0,0,0,2,0,98,0,0
1,1653,1104,1591,2362,1195,1518,9423,0,1,0,0,0,0,1,675,271,77,466,180,32,70,50,7,39,43,2,0,0,0,0,1,0,0,99,0,0
2,1615,1146,1566,2411,1196,1464,9398,6,0,0,1,0,0,7,630,278,81,470,192,35,62,61,6,46,35,2,2,0,0,0,1,1,7,99,0,0
3,1682,1135,1654,2379,1167,1505,9522,6,0,0,2,0,0,8,671,286,68,483,173,32,66,63,7,38,32,1,1,0,0,0,3,2.2,10,99,0,0
4,1649,1223,1595,2360,1196,1546,9569,10,0,0,6,1,0,17,672,318,77,439,183,28,59,60,3,49,37,3,4,0,0,0,6,3.6,24,99,0,0
5,1690,1112,1619,2409,1249,1535,9614,13,0,3,9,5,3,33,686,290,88,495,185,32,65,54,7,48,30,2,6,1,1,0.005,9,3.6,53,99,0,0
6,1640,1154,1614,2396,1223,1547,9574,10,1,4,16,6,5,42,656,260,88,449,187,33,72,44,1,36,36,3,6,0,1,0,12,11.7,94,99,0,0
7,1666,1193,1656,2435,1216,1536,9702,17,9,11,32,12,12,93,666,298,84,497,194,36,77,63,8,54,31,1,14,4,1,0.017,23,14.9,193,99,0,0
8,1689,1167,1602,2410,1201,1502,9571,46,13,18,50,14,9,150,656,302,71,492,186,29,70,68,7,55,42,2,37,12,1,0.049,37,14.9,336,99,0,0
9,1692,1148,1573,2330,1192,1485,9420,76,12,23,47,20,19,197,676,279,78,454,169,35,55,63,2,37,37,2,49,5,1,0.026,52,19.7,526,99,0,0
10,1703,1127,1583,2360,1155,1457,9385,87,12,21,69,24,23,236,700,272,52,459,191,36,73,54,2,48,35,2,56,10,1,0.047,70,20.2,741,99,0,0
11,1617,1128,1540,2326,1154,1452,9217,96,17,31,88,35,39,306,631,261,78,464,183,36,74,47,4,59,39,0,60,12,1,0.054,90,20.8,1022,99,0,0
12,1641,1126,1478,2277,1145,1447,9114,141,26,29,117,35,38,386,643,252,73,477,161,23,65,53,3,56,30,0,99,13,1,0.063,123,24.2,1386,99,0,0
13,1640,1044,1531,2216,1164,1394,8989,185,28,42,148,54,70,527,622,258,79,439,168,31,56,53,3,45,30,2,118,13,1,0.069,167,24.2,1902,99,0,0
14,1572,1113,1462,2207,1091,1399,8844,220,49,59,218,88,90,724,640,303,70,437,162,26,49,64,4,37,33,4,156,19,1,0.099,183,24.2,2583,99,0,0
15,1498,1027,1378,2118,1080,1328,8429,250,82,98,330,92,113,965,576,274,68,430,164,21,50,61,3,38,28,1,217,21,1,0.116,221,24.2,3502,99,0,0
1,1656,1131,1591,2402,1200,1451,9431,0,0,2,1,0,0,3,691,293,81,505,187,23,66,48,2,39,36,1,0,0,0,0,1,0,2,100,0,0
2,1617,1133,1548,2345,1161,1525,9329,0,1,1,2,0,1,5,619,286,60,479,166,26,77,50,6,47,28,0,0,0,0,0,3,9.8,5,100,0,0
3,1630,1121,1554,2303,1229,1495,9332,2,0,1,3,0,0,6,657,264,99,490,197,29,55,47,0,45,33,2,2,0,0,0,2,10.3,11,100,0,0
4,1649,1089,1553,2334,1201,1520,9346,1,1,0,4,1,1,8,648,279,83,450,176,26,55,52,1,49,28,1,1,0,0,0,4,10.3,17,100,0,0
5,1609,1102,1563,2382,1205,1510,9371,7,3,0,9,3,6,28,651,283,68,465,180,35,41,49,1,51,32,3,6,0,0,0,10,10.3,49,100,0,0
6,1591,1147,1622,2384,1193,1509,9446,15,4,9,18,7,8,61,594,309,79,468,206,30,60,61,4,37,44,1,10,1,1,0.005,16,11.2,105,100,0,0
7,1640,1174,1534,2339,1163,1473,9323,19,9,10,23,5,10,76,671,291,90,464,179,29,58,60,4,41,34,2,18,2,1,0.01,25,16.8,177,100,0,0
8,1639,1101,1557,2339,1174,1476,9286,23,4,6,23,7,10,73,685,279,72,462,156,32,69,67,4,41,31,1,21,2,1,0.009,28,16.8,239,100,0,0
9,1596,1110,1541,2343,1169,1482,9241,25,5,4,34,9,13,90,578,256,75,477,170,37,50,48,3,46,36,0,19,2,1,0.011,41,19.2,331,100,0,0
10,1684,1083,1524,2304,1160,1501,9256,44,12,18,53,19,20,166,684,268,76,481,162,34,59,53,3,58,28,2,27,5,1,0.025,67,19.2,483,100,0,0
11,1635,1085,1522,2256,1176,1447,9121,83,19,22,92,29,29,274,656,287,72,483,169,25,67,49,6,54,30,0,62,5,1,0.024,95,19.2,735,100,0,0
12,1538,1088,1550,2243,1134,1485,9038,101,17,42,116,32,41,349,605,284,84,468,155,31,68,59,5,50,28,1,80,11,1,0.052,122,19.4,1054,100,0,0
13,1514,1073,1461,2237,1162,1405,8852,123,32,47,145,65,48,460,602,276,58,441,165,25,54,53,3,39,33,4,93,6,1,0.032,147,19.7,1506,100,0,0
14,1491,1008,1473,2188,1121,1385,8666,180,53,82,232,75,77,699,623,221,80,439,173,25,61,42,8,39,24,2,157,14,1,0.08,202,21.3,2189,100,0,0
15,1426,996,1394,2124,1070,1341,8351,253,63,89,297,95,110,907,544,229,51,442,158,21,51,42,4,42,37,2,184,18,1,0.101,252,21.3,3022,100,0,0
